time,avg_power_demand_W,energy_demand_kWh,peak_power_W,day,month
2021-11-24,551.6111111111111,13.238666666666667,24948.0,Wednesday,November
2021-11-25,9628.125,231.07499999999996,27612.0,Thursday,November
2021-11-26,3343.9166666666665,80.254,27576.0,Friday,November
2021-11-27,4570.833333333333,109.7,24632.0,Saturday,November
2021-11-28,208.0,4.992,208.0,Sunday,November
2021-11-29,30796.26388888889,739.1103333333333,107636.0,Monday,November
2021-11-30,27926.541666666668,670.237,141776.0,Tuesday,November
2021-12-01,16831.430555555555,403.9543333333333,95996.0,Wednesday,December
2021-12-02,6504.819444444444,156.11566666666667,27588.0,Thursday,December
2021-12-03,30562.583333333332,733.5020000000001,78664.0,Friday,December
2021-12-04,208.0,4.992,208.0,Saturday,December
2021-12-05,8007.111111111111,192.17066666666668,27600.0,Sunday,December
2021-12-06,12423.458333333334,298.163,72352.0,Monday,December
2021-12-07,35337.73611111111,848.1056666666667,119936.0,Tuesday,December
2021-12-08,37719.805555555555,905.2753333333334,146276.0,Wednesday,December
2021-12-09,28874.152777777777,692.9796666666666,135768.0,Thursday,December
2021-12-10,41361.15277777778,992.6676666666667,165684.0,Friday,December
2021-12-11,1005.5138888888889,24.132333333333335,13640.0,Saturday,December
2021-12-12,208.0,4.992,208.0,Sunday,December
2021-12-13,30968.847222222223,743.2523333333334,134412.0,Monday,December
2021-12-14,21730.055555555555,521.5213333333334,91872.0,Tuesday,December
2021-12-15,22315.666666666668,535.576,105344.0,Wednesday,December
2021-12-16,21109.25,506.622,76472.0,Thursday,December
2021-12-17,21333.26388888889,511.99833333333333,106884.0,Friday,December
2021-12-18,10002.402777777777,240.05766666666665,70712.0,Saturday,December
2021-12-19,1545.388888888889,37.089333333333336,27720.0,Sunday,December
2021-12-20,11847.166666666666,284.332,79124.0,Monday,December
2021-12-21,23257.083333333332,558.17,103756.0,Tuesday,December
2021-12-22,9389.861111111111,225.35666666666665,77644.0,Wednesday,December
2021-12-23,7643.013888888889,183.43233333333333,55320.0,Thursday,December
2021-12-24,208.0,4.992,208.0,Friday,December
2021-12-25,133.61111111111111,3.2066666666666666,208.0,Saturday,December
2021-12-26,0.0,0.0,0.0,Sunday,December
2021-12-27,0.0,0.0,0.0,Monday,December
2021-12-28,0.0,0.0,0.0,Tuesday,December
2021-12-29,1086.388888888889,26.07333333333333,27372.0,Wednesday,December
2021-12-30,350.6666666666667,8.416,25248.0,Thursday,December
2021-12-31,6113.75,146.73,26280.0,Friday,December
2022-01-01,7312.861111111111,175.50866666666667,27352.0,Saturday,January
2022-01-02,0.0,0.0,0.0,Sunday,January
2022-01-03,26018.555555555555,624.4453333333333,106812.0,Monday,January
2022-01-04,12753.125,306.075,27380.0,Tuesday,January
2022-01-05,15638.986111111111,375.33566666666667,91580.0,Wednesday,January
2022-01-06,16958.98611111111,407.0156666666667,106452.0,Thursday,January
2022-01-07,12003.847222222223,288.09233333333333,95052.0,Friday,January
2022-01-08,862.0,20.688,15516.0,Saturday,January
2022-01-09,7384.0,177.21599999999998,27264.0,Sunday,January
2022-01-10,13643.527777777777,327.44466666666665,95380.0,Monday,January
2022-01-11,10913.388888888889,261.92133333333334,79332.0,Tuesday,January
2022-01-12,17057.027777777777,409.3686666666667,92700.0,Wednesday,January
